"No.","Time","Source","Destination","Protocol","Length","Packet Type","Header Form","Connection Number","Stream index","Info"
"55","0.833026","7443","23567","TLSv1.3","266","","","","","Application Data"
"56","0.833046","23567","7443","TCP","44","","","","","23567  >  7443 [ACK] Seq=691 Ack=1658 Win=2618112 Len=0"
"57","0.839601","23567","7443","TLSv1.3","68","","","","","Application Data"
"58","0.839627","7443","23567","TCP","44","","","","","7443  >  23567 [ACK] Seq=1658 Ack=715 Win=2619392 Len=0"
"59","0.839719","23567","7443","TCP","44","","","","","23567  >  7443 [FIN, ACK] Seq=715 Ack=1658 Win=2618112 Len=0"
"60","0.839733","7443","23567","TLSv1.3","68","","","","","Application Data"
"61","0.839757","23567","7443","TCP","44","","","","","23567  >  7443 [ACK] Seq=716 Ack=1682 Win=2618112 Len=0"
"62","0.839770","7443","23567","TCP","44","","","","","7443  >  23567 [ACK] Seq=1682 Ack=716 Win=2619392 Len=0"
"63","0.839778","23567","7443","TCP","44","","","","","23567  >  7443 [RST, ACK] Seq=716 Ack=1682 Win=0 Len=0"
"64","0.839784","23567","7443","TCP","44","","","","","23567  >  7443 [RST] Seq=716 Win=0 Len=0"
