"No.","Time","Source","Destination","Protocol","Length","Packet Type","Header Form","Connection Number","Stream index","Info"
"61","0.321536","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=264327 Win=2488320 Len=0"
"62","0.321572","7443","24207","TLSv1.3","16450","","","","","Application Data"
"63","0.321599","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=280733 Win=2471936 Len=0"
"64","0.321631","7443","24207","TLSv1.3","16450","","","","","Application Data"
"65","0.321677","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=297139 Win=2455552 Len=0"
"66","0.321718","7443","24207","TLSv1.3","16450","","","","","Application Data"
"67","0.321745","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=313545 Win=2439168 Len=0"
"68","0.321764","7443","24207","TLSv1.3","16450","","","","","Application Data"
"69","0.321793","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=329951 Win=2422784 Len=0"
"70","0.321827","7443","24207","TLSv1.3","16450","","","","","Application Data"
"71","0.321855","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=346357 Win=2406400 Len=0"
"72","0.321874","7443","24207","TLSv1.3","16450","","","","","Application Data"
"73","0.321899","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=362763 Win=2390016 Len=0"
"74","0.321931","7443","24207","TLSv1.3","16450","","","","","Application Data"
"75","0.321960","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=379169 Win=2373632 Len=0"
"76","0.321979","7443","24207","TLSv1.3","16450","","","","","Application Data"
"77","0.322002","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=395575 Win=2357248 Len=0"
"78","0.322034","7443","24207","TLSv1.3","16450","","","","","Application Data"
"79","0.322062","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=411981 Win=2340864 Len=0"
"80","0.322080","7443","24207","TLSv1.3","16450","","","","","Application Data"
"81","0.322110","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=428387 Win=2324224 Len=0"
"82","0.322152","7443","24207","TLSv1.3","16450","","","","","Application Data"
"83","0.322199","24207","7443","TCP","44","","","","","[TCP Window Update] 24207  >  7443 [ACK] Seq=691 Ack=428387 Win=2390016 Len=0"
"84","0.322213","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=444793 Win=2373632 Len=0"
"85","0.322206","7443","24207","TLSv1.3","16450","","","","","Application Data"
"86","0.322240","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=461199 Win=2357248 Len=0"
"87","0.322272","24207","7443","TCP","44","","","","","[TCP Window Update] 24207  >  7443 [ACK] Seq=691 Ack=461199 Win=2422784 Len=0"
"88","0.322280","7443","24207","TLSv1.3","16450","","","","","Application Data"
"89","0.322307","7443","24207","TLSv1.3","16450","","","","","Application Data"
"90","0.322357","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=494011 Win=2455296 Len=0"
"91","0.322352","7443","24207","TLSv1.3","16450","","","","","Application Data"
"92","0.322382","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=510417 Win=2438912 Len=0"
"93","0.322411","7443","24207","TLSv1.3","16450","","","","","Application Data"
"94","0.322427","24207","7443","TCP","44","","","","","[TCP Window Update] 24207  >  7443 [ACK] Seq=691 Ack=510417 Win=2504448 Len=0"
"95","0.322453","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=526823 Win=2488064 Len=0"
"96","0.322492","24207","7443","TCP","44","","","","","[TCP Window Update] 24207  >  7443 [ACK] Seq=691 Ack=526823 Win=2553600 Len=0"
"97","0.322504","7443","24207","TLSv1.3","16450","","","","","Application Data"
"98","0.322532","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=543229 Win=2537216 Len=0"
"99","0.322554","7443","24207","TLSv1.3","16450","","","","","Application Data"
"100","0.322572","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=559635 Win=2520832 Len=0"
