"No.","Time","Source","Destination","Protocol","Length","Packet Type","Header Form","Connection Number","Stream index","Info"
"162","0.397729","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1232519 Win=2574592 Len=0"
"163","0.397760","7443","24231","TLSv1.3","16450","","","","","Application Data"
"164","0.397769","7443","24231","TLSv1.3","16450","","","","","Application Data"
"165","0.397778","7443","24231","TLSv1.3","16450","","","","","Application Data"
"166","0.397787","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1281737 Win=2525184 Len=0"
"167","0.397815","7443","24231","TLSv1.3","16450","","","","","Application Data"
"168","0.397825","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=1281737 Win=2590976 Len=0"
"169","0.397827","7443","24231","TLSv1.3","16450","","","","","Application Data"
"170","0.397836","7443","24231","TLSv1.3","16450","","","","","Application Data"
"171","0.397845","7443","24231","TLSv1.3","16450","","","","","Application Data"
"172","0.397855","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1330955 Win=2541824 Len=0"
"173","0.397905","7443","24231","TLSv1.3","16450","","","","","Application Data"
"174","0.397916","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=1330955 Win=2607360 Len=0"
"175","0.397919","7443","24231","TLSv1.3","16450","","","","","Application Data"
"176","0.397929","7443","24231","TLSv1.3","16450","","","","","Application Data"
"177","0.397940","7443","24231","TLSv1.3","16450","","","","","Application Data"
"178","0.397952","7443","24231","TLSv1.3","16450","","","","","Application Data"
"179","0.397969","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1396579 Win=2541568 Len=0"
"180","0.398026","7443","24231","TLSv1.3","16450","","","","","Application Data"
"181","0.398035","7443","24231","TLSv1.3","16450","","","","","Application Data"
"182","0.398044","7443","24231","TLSv1.3","16450","","","","","Application Data"
"183","0.398052","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=1396579 Win=2607360 Len=0"
"184","0.398055","7443","24231","TLSv1.3","16450","","","","","Application Data"
"185","0.398065","7443","24231","TLSv1.3","16450","","","","","Application Data"
"186","0.398074","7443","24231","TLSv1.3","16450","","","","","Application Data"
"187","0.398082","7443","24231","TLSv1.3","16450","","","","","Application Data"
"188","0.398091","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1478609 Win=2525184 Len=0"
"189","0.398144","7443","24231","TLSv1.3","16450","","","","","Application Data"
"190","0.398154","7443","24231","TLSv1.3","16450","","","","","Application Data"
"191","0.398163","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=1478609 Win=2590976 Len=0"
"192","0.398165","7443","24231","TLSv1.3","16450","","","","","Application Data"
"193","0.398177","7443","24231","TLSv1.3","16450","","","","","Application Data"
"194","0.398188","7443","24231","TLSv1.3","16450","","","","","Application Data"
"195","0.398199","7443","24231","TLSv1.3","16450","","","","","Application Data"
"196","0.398210","7443","24231","TLSv1.3","16450","","","","","Application Data"
"197","0.398222","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1593451 Win=2476032 Len=0"
"198","0.398224","7443","24231","TLSv1.3","16450","","","","","Application Data"
"199","0.398293","7443","24231","TLSv1.3","16450","","","","","Application Data"
"200","0.398302","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=1593451 Win=2541568 Len=0"
"201","0.398304","7443","24231","TLSv1.3","16450","","","","","Application Data"
"202","0.398312","7443","24231","TLSv1.3","16450","","","","","Application Data"
"203","0.398320","7443","24231","TLSv1.3","16450","","","","","Application Data"
"204","0.398329","7443","24231","TLSv1.3","16450","","","","","Application Data"
"205","0.398337","7443","24231","TLSv1.3","16450","","","","","Application Data"
"206","0.398347","7443","24231","TLSv1.3","16450","","","","","Application Data"
"207","0.398357","7443","24231","TLSv1.3","16450","","","","","Application Data"
"208","0.398365","7443","24231","TLSv1.3","16450","","","","","Application Data"
"209","0.398374","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1724699 Win=2410496 Len=0"
"210","0.398432","7443","24231","TLSv1.3","16450","","","","","Application Data"
"211","0.398441","7443","24231","TLSv1.3","16450","","","","","Application Data"
"212","0.398450","7443","24231","TLSv1.3","16450","","","","","Application Data"
"213","0.398458","7443","24231","TLSv1.3","16450","","","","","Application Data"
"214","0.398470","7443","24231","TLSv1.3","16450","","","","","Application Data"
"215","0.398483","7443","24231","TLSv1.3","16450","","","","","Application Data"
"216","0.398497","7443","24231","TLSv1.3","16450","","","","","Application Data"
"217","0.398508","7443","24231","TLSv1.3","16450","","","","","Application Data"
"218","0.398526","7443","24231","TLSv1.3","16450","","","","","Application Data"
"219","0.398539","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=1872353 Win=2262784 Len=0"
"220","0.398544","7443","24231","TLSv1.3","16450","","","","","Application Data"
"221","0.398651","7443","24231","TLSv1.3","16450","","","","","Application Data"
"222","0.398663","7443","24231","TLSv1.3","16450","","","","","Application Data"
"223","0.398674","7443","24231","TLSv1.3","16450","","","","","Application Data"
"224","0.398685","7443","24231","TLSv1.3","16450","","","","","Application Data"
"225","0.398697","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=2036413 Win=2098688 Len=0"
"226","0.398768","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2033152 Len=0"
"227","0.407222","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2102016 Len=0"
"228","0.411021","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2167808 Len=0"
"229","0.415117","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2233344 Len=0"
"230","0.418549","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2299136 Len=0"
"231","0.428756","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2364672 Len=0"
"232","0.432617","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2430208 Len=0"
"233","0.436047","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2496000 Len=0"
"234","0.439523","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=800 Ack=2102037 Win=2561536 Len=0"
"235","0.491072","24231","7443","TLSv1.3","153","","","","","Application Data"
"236","0.491100","7443","24231","TCP","44","","","","","7443  >  24231 [ACK] Seq=2102037 Ack=909 Win=2619392 Len=0"
"237","0.491647","7443","24231","TLSv1.3","4162","","","","","Application Data"
"238","0.491685","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2106155 Win=2557440 Len=0"
"239","0.491729","7443","24231","TLSv1.3","16450","","","","","Application Data"
"240","0.491754","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2122561 Win=2541056 Len=0"
"241","0.491770","24231","7443","TCP","44","","","","","[TCP Window Update] 24231  >  7443 [ACK] Seq=909 Ack=2122561 Win=2607360 Len=0"
"242","0.491795","7443","24231","TLSv1.3","12571","","","","","Application Data"
"243","0.491833","7443","24231","TLSv1.3","16450","","","","","Application Data"
"244","0.491846","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2135088 Win=2594816 Len=0"
"245","0.491848","7443","24231","TLSv1.3","16450","","","","","Application Data"
"246","0.491893","7443","24231","TLSv1.3","16450","","","","","Application Data"
"247","0.491913","7443","24231","TLSv1.3","16450","","","","","Application Data"
"248","0.491923","7443","24231","TLSv1.3","16450","","","","","Application Data"
"249","0.491939","7443","24231","TLSv1.3","16450","","","","","Application Data"
"250","0.491958","24231","7443","TCP","44","","","","","24231  >  7443 [ACK] Seq=909 Ack=2167900 Win=2562048 Len=0"
"251","0.491997","7443","24231","TLSv1.3","16450","","","","","Application Data"
"252","0.492006","7443","24231","TLSv1.3","16450","","","","","Application Data"
